County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Cameron,10/21/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clinton,06/23/2020,0,0,5,38632,0,0,12.94,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,10/14/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Washington,06/26/2020,0,0,6,206865,0,0,2.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Somerset,10/22/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Forest,10/06/2020,0,0.1,1,7247,0,1.97,13.8,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Greene,12/19/2020,0,0.3,12,36233,0,0.79,33.12,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Franklin,08/05/2020,0,0,47,155027,0,0,30.32,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Juniata,04/25/2020,0,0,0,24763,0,0,0,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Monroe,07/16/2020,2,1.1,126,170271,1.17,0.67,74,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Susquehanna,09/07/2020,0,0.1,28,40328,0,0.35,69.43,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Bradford,06/07/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Butler,03/24/2020,0,,0,187853,0,,0,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Juniata,05/15/2020,1,0.1,3,24763,4.04,0.58,12.11,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Fayette,04/20/2020,0,0,3,129274,0,0,2.32,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Fulton,06/23/2020,0,0,1,14530,0,0,6.88,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Elk,10/12/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Forest,11/02/2020,0,0,1,7247,0,0,13.8,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Somerset,04/23/2020,0,0,0,73447,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lancaster,05/09/2020,5,5.4,246,545724,0.92,0.99,45.08,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Columbia,03/26/2020,0,0,0,64964,0,0,0,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Bradford,11/22/2020,0,0.6,35,60323,0,0.95,58.02,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Northampton,04/18/2020,0,1,37,305285,0,0.33,12.12,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Sullivan,12/24/2020,0,0.1,3,6066,0,2.36,49.46,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Fulton,05/23/2020,0,0,1,14530,0,0,6.88,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Jefferson,10/10/2020,0,0,3,43425,0,0,6.91,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Westmoreland,03/29/2020,0,0,0,348899,0,0,0,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Tioga,12/08/2020,2,1.4,40,40591,4.93,3.52,98.54,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Snyder,12/03/2020,2,0.9,27,40372,4.95,2.12,66.88,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Chester,10/29/2020,0,0,378,524989,0,0,72,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Cumberland,03/27/2020,0,0,0,253370,0,0,0,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lycoming,06/01/2020,0,0.1,18,113299,0,0.13,15.89,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Perry,06/07/2020,0,0.1,4,46272,0,0.31,8.64,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Mifflin,04/02/2020,0,0,0,46138,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Monroe,07/31/2020,0,0,127,170271,0,0,74.59,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Forest,12/20/2020,0,0.1,3,7247,0,1.97,41.4,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Somerset,06/29/2020,0,0,1,73447,0,0,1.36,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montour,10/02/2020,0,0,5,18230,0,0,27.43,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Tioga,09/11/2020,0,0,3,40591,0,0,7.39,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,08/18/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Beaver,04/10/2020,0,1.4,17,163929,0,0.87,10.37,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Carbon,10/09/2020,0,0,29,64182,0,0,45.18,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lawrence,11/22/2020,0,0.6,74,85512,0,0.67,86.54,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Forest,08/03/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Blair,05/23/2020,0,0,1,121829,0,0,0.82,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Allegheny,05/21/2020,2,1.1,167,1216045,0.16,0.09,13.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Butler,07/12/2020,0,0.1,14,187853,0,0.08,7.45,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Washington,05/16/2020,0,0,4,206865,0,0,1.93,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Susquehanna,08/17/2020,0,0,27,40328,0,0,66.95,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clinton,08/20/2020,0,0,6,38632,0,0,15.53,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Bedford,05/03/2020,0,0,1,47888,0,0,2.09,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mifflin,10/01/2020,1,0.1,3,46138,2.17,0.31,6.5,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Armstrong,03/21/2020,0,,0,64735,0,,0,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Huntingdon,09/01/2020,0,0,5,45144,0,0,11.08,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Butler,07/24/2020,0,0,14,187853,0,0,7.45,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Clinton,09/04/2020,0,0,6,38632,0,0,15.53,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cameron,08/26/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
McKean,04/08/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clearfield,10/07/2020,0,0,7,79255,0,0,8.83,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Northumberland,06/13/2020,0,0.1,4,90843,0,0.16,4.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Clearfield,04/04/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Fulton,05/22/2020,0,0,1,14530,0,0,6.88,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Adams,06/16/2020,0,0.4,12,103009,0,0.42,11.65,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Greene,09/15/2020,0,0,1,36233,0,0,2.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northumberland,05/17/2020,0,0.1,2,90843,0,0.16,2.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Warren,05/02/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Huntingdon,08/12/2020,0,0.1,5,45144,0,0.32,11.08,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Tioga,07/15/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Monroe,07/26/2020,0,0.1,127,170271,0,0.08,74.59,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Clinton,10/03/2020,0,0,6,38632,0,0,15.53,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,05/17/2020,0,0,0,73447,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fayette,09/07/2020,0,0.1,7,129274,0,0.11,5.41,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Mifflin,04/10/2020,0,0,0,46138,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Butler,04/25/2020,1,0.3,9,187853,0.53,0.15,4.79,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Westmoreland,06/08/2020,0,0,38,348899,0,0,10.89,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Greene,12/14/2020,0,0.4,10,36233,0,1.18,27.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Carbon,06/03/2020,0,0,25,64182,0,0,38.95,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Tioga,12/11/2020,1,1.3,44,40591,2.46,3.17,108.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Washington,05/01/2020,0,0.1,3,206865,0,0.07,1.45,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
McKean,08/14/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Blair,03/24/2020,0,,0,121829,0,,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
McKean,10/03/2020,0,0,2,40625,0,0,4.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
York,05/14/2020,0,0.3,19,449058,0,0.06,4.23,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Adams,04/11/2020,0,0.1,1,103009,0,0.14,0.97,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,10/12/2020,0,0.3,25,121829,0,0.23,20.52,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Northampton,09/17/2020,0,0,308,305285,0,0,100.89,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clarion,09/03/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Wayne,06/03/2020,0,0.1,9,51361,0,0.28,17.52,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Tioga,06/10/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Fulton,04/09/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Beaver,03/30/2020,2,0.3,2,163929,1.22,0.17,1.22,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
McKean,05/08/2020,0,0.1,1,40625,0,0.35,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Chester,10/22/2020,0,0.1,378,524989,0,0.03,72,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montour,09/29/2020,0,0,5,18230,0,0,27.43,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Warren,10/04/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Chester,05/10/2020,10,5.9,223,524989,1.9,1.12,42.48,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Union,06/30/2020,0,0,2,44923,0,0,4.45,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Wayne,08/18/2020,0,0,11,51361,0,0,21.42,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Jefferson,07/17/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,04/26/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lawrence,09/03/2020,1,0.3,22,85512,1.17,0.33,25.73,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Potter,03/25/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Allegheny,05/13/2020,4,3,155,1216045,0.33,0.25,12.75,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wyoming,07/29/2020,0,0,8,26794,0,0,29.86,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Crawford,08/21/2020,0,0,2,84629,0,0,2.36,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Clearfield,05/06/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Elk,06/09/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Snyder,05/02/2020,0,0,0,40372,0,0,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Venango,06/15/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Crawford,06/28/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Juniata,07/23/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Elk,11/23/2020,0,0.4,6,29910,0,1.43,20.06,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Fayette,05/03/2020,0,0,4,129274,0,0,3.09,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Chester,04/08/2020,1,1.7,13,524989,0.19,0.33,2.48,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Huntingdon,07/29/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Venango,04/30/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cambria,05/04/2020,0,0,2,130192,0,0,1.54,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bedford,05/02/2020,0,0,1,47888,0,0,2.09,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Carbon,11/11/2020,1,0.7,38,64182,1.56,1.11,59.21,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Mercer,08/20/2020,1,0.1,14,109424,0.91,0.13,12.79,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Elk,09/03/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Franklin,05/19/2020,0,1.4,32,155027,0,0.92,20.64,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Armstrong,04/17/2020,0,0.1,2,64735,0,0.22,3.09,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Mercer,07/29/2020,0,0,10,109424,0,0,9.14,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Juniata,06/12/2020,0,0,5,24763,0,0,20.19,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Luzerne,07/05/2020,0,0.4,180,317417,0,0.14,56.71,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Franklin,06/05/2020,0,0.3,41,155027,0,0.18,26.45,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Mercer,07/16/2020,1,0.3,9,109424,0.91,0.26,8.22,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Montour,06/15/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Chester,08/01/2020,0,0.4,350,524989,0,0.08,66.67,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Susquehanna,05/30/2020,1,0.1,16,40328,2.48,0.35,39.67,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Susquehanna,09/17/2020,0,0,28,40328,0,0,69.43,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Fayette,05/01/2020,0,0,4,129274,0,0,3.09,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Centre,04/12/2020,0,0,0,162385,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montour,05/05/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Greene,04/27/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Bradford,09/30/2020,1,0.3,6,60323,1.66,0.47,9.95,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Butler,10/17/2020,0,0.1,27,187853,0,0.08,14.37,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Sullivan,06/11/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Westmoreland,05/23/2020,0,0,38,348899,0,0,10.89,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Tioga,04/08/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Butler,05/12/2020,1,0.3,12,187853,0.53,0.15,6.39,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Montour,05/18/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Perry,08/10/2020,0,0,5,46272,0,0,10.81,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clearfield,04/20/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lycoming,05/05/2020,0,0.6,4,113299,0,0.5,3.53,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Adams,08/31/2020,1,0.1,24,103009,0.97,0.14,23.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Lycoming,04/11/2020,0,0,0,113299,0,0,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Mifflin,08/30/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Northampton,06/24/2020,0,2.1,274,305285,0,0.7,89.75,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Somerset,08/10/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Snyder,09/11/2020,0,0,3,40372,0,0,7.43,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,06/29/2020,0,0,1,121829,0,0,0.82,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Warren,08/21/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Union,05/20/2020,0,0,1,44923,0,0,2.23,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Monroe,05/27/2020,0,0,102,170271,0,0,59.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Bedford,07/24/2020,0,0,4,47888,0,0,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Philadelphia,03/23/2020,2,,2,1584064,0.13,,0.13,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Carbon,10/21/2020,0,0,29,64182,0,0,45.18,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Potter,11/06/2020,0,0,1,16526,0,0,6.05,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northumberland,05/09/2020,0,0,1,90843,0,0,1.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Clinton,04/25/2020,0,0,0,38632,0,0,0,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,11/23/2020,1,0.3,17,44923,2.23,0.64,37.84,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Allegheny,06/18/2020,2,0.7,187,1216045,0.16,0.06,15.38,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,04/27/2020,10,8,149,524989,1.9,1.52,28.38,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lawrence,10/16/2020,0,0.6,29,85512,0,0.67,33.91,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Westmoreland,10/03/2020,1,0.4,59,348899,0.29,0.12,16.91,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lebanon,04/06/2020,0,0,0,141793,0,0,0,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Northampton,09/08/2020,0,0,308,305285,0,0,100.89,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Monroe,05/24/2020,0,0.3,102,170271,0,0.17,59.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Mercer,04/08/2020,0,0,0,109424,0,0,0,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Butler,08/10/2020,1,0.1,18,187853,0.53,0.08,9.58,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Franklin,09/10/2020,0,0.1,50,155027,0,0.09,32.25,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Clarion,08/23/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Cambria,06/02/2020,0,0,2,130192,0,0,1.54,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Armstrong,08/31/2020,0,0.4,12,64735,0,0.66,18.54,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Cumberland,04/01/2020,1,0.1,1,253370,0.39,0.06,0.39,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Wayne,11/14/2020,0,0,12,51361,0,0,23.36,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Centre,09/04/2020,0,0,11,162385,0,0,6.77,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lawrence,05/06/2020,0,0,8,85512,0,0,9.36,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lycoming,11/16/2020,1,0.4,35,113299,0.88,0.38,30.89,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,08/06/2020,0,0,3,130192,0,0,2.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Juniata,08/05/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Union,06/09/2020,0,0.1,2,44923,0,0.32,4.45,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Wayne,10/30/2020,0,0,12,51361,0,0,23.36,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Allegheny,07/01/2020,2,1,197,1216045,0.16,0.08,16.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Monroe,03/19/2020,0,,0,170271,0,,0,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Armstrong,06/30/2020,0,0,6,64735,0,0,9.27,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Columbia,08/18/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
McKean,07/31/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Westmoreland,09/02/2020,0,0,51,348899,0,0,14.62,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Greene,05/02/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northumberland,04/03/2020,0,0,0,90843,0,0,0,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
York,06/18/2020,2,1.3,41,449058,0.45,0.29,9.13,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lycoming,08/03/2020,0,0.1,22,113299,0,0.13,19.42,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Wyoming,07/19/2020,0,0,7,26794,0,0,26.13,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Centre,07/31/2020,0,0,10,162385,0,0,6.16,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Mifflin,10/07/2020,0,0.1,3,46138,0,0.31,6.5,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Tioga,11/16/2020,0,0.4,9,40591,0,1.06,22.17,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Monroe,09/22/2020,0,0,134,170271,0,0,78.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Snyder,12/02/2020,1,0.6,25,40372,2.48,1.42,61.92,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Erie,05/31/2020,0,0,5,269728,0,0,1.85,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Northampton,10/03/2020,1,0.1,309,305285,0.33,0.05,101.22,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Columbia,10/25/2020,1,0.3,44,64964,1.54,0.44,67.73,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Snyder,07/01/2020,0,0,2,40372,0,0,4.95,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Fulton,04/30/2020,1,0.1,1,14530,6.88,0.98,6.88,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
McKean,07/04/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Monroe,03/31/2020,1,1.1,9,170271,0.59,0.67,5.29,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Adams,06/25/2020,0,0,12,103009,0,0,11.65,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
